food_code,food_name,servings_unit,veg_nonveg_flag,Region,Meal_Type,is_processed_flag,is_spicy_flag,contains_dairy_flag,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,zinc_mg,vita_mcg,folate_mcg,vitc_mg,carb_to_fibre_ratio,protein_to_carb_ratio,unsat_to_sat_fat_ratio
ASC114,Plain pulao,plate,0,General,Dessert,0,0,0,431.7,67.17,7.2,14.23,3.53,5.19,1802.06,2915.74,8822.99,39.28,1.25,37.89,596.59,230.12,1.12,0.0,22.63,3.42,12.942196531791907,0.10719071013845467,6.514061684960545
ASC115,Mixed vegetable pulao,plate,0,General,Dessert,0,0,0,495.61,76.68,11.94,14.59,5.93,11.69,1875.46,2944.18,9024.61,85.96,2.64,77.18,823.84,586.66,1.91,0.0,80.63,26.15,6.559452523524381,0.15571205007824723,6.381789001098397
ASC116,Mushroom pulao,plate,0,General,Evening Snacks,0,0,0,445.44,68.16,9.04,14.44,3.58,6.74,1833.51,2919.15,8954.49,48.52,1.4,47.42,796.95,389.57,1.21,0.0,26.77,3.42,10.112759643916913,0.13262910798122066,6.4759068671564375
ASC117,Sprouted moong pulao,plate,0,General,Evening Snacks,0,0,0,460.81,71.35,8.93,14.72,5.84,7.28,1895.92,2976.25,9055.99,66.32,2.65,53.25,624.76,389.62,1.4,0.0,43.15,7.53,9.800824175824175,0.12515767344078488,6.346385923456686
ASC118,Paneer pulao,plate,0,General,Evening Snacks,0,0,1,4875.84,73.38,16.63,501.14,9.31,5.19,63827.56,103465.74,312882.5,277.28,2.18,51.2,605.61,261.89,2.49,0.0,69.28,3.42,14.13872832369942,0.2266285091305533,6.523016703129494
ASC119,Peanut pulao ,plate,0,General,Evening Snacks,0,0,0,691.73,75.81,19.03,34.05,5.74,10.38,5874.06,12084.24,14614.99,66.28,2.97,136.39,602.7,569.62,2.71,0.0,68.06,3.42,7.303468208092485,0.25102229257353914,4.545277031559092
ASC120,Navratan pulao,plate,0,General,Dessert,0,0,0,479.19,67.71,11.35,17.31,4.61,6.99,3119.57,4153.92,9122.53,109.14,2.01,59.09,612.02,339.89,1.8,0.0,46.97,12.89,9.686695278969957,0.16762664303647912,4.255858980564629
ASC121,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),plate,0,General,Evening Snacks,0,0,0,620.7,98.67,17.45,17.25,8.88,11.29,2103.56,3605.74,10187.99,67.78,3.41,77.39,608.59,589.12,2.5,0.0,301.13,5.43,8.739592559787424,0.17685213337387248,6.557326627241438
ASC122,Mutton biryani/biriyani,plate,1,General,Evening Snacks,0,0,0,396.43,46.75,15.33,16.05,4.97,5.02,1485.37,1944.33,5422.11,142.52,2.69,39.74,545.81,440.67,0.96,2.1,30.07,10.28,9.312749003984065,0.3279144385026738,4.959329998586211
ASC123,Vegetable biryani/biriyani,plate,0,General,Dessert,0,0,0,526.55,55.96,9.53,28.67,6.46,9.98,3843.7,5858.51,17615.05,101.07,2.61,73.5,554.25,731.31,1.52,2.1,77.54,39.35,5.6072144288577155,0.1703002144388849,6.107021879959413
ASC124,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",plate,0,General,Lunch,0,0,0,562.69,69.01,13.58,25.15,2.48,8.05,3932.4,7891.78,12049.52,40.54,2.46,95.57,597.18,486.95,1.89,0.0,38.01,10.2,8.572670807453417,0.19678307491667874,5.071025328043942
ASC125,Sweet rice (Meethe chawal),plate,0,General,Lunch,0,0,0,749.13,148.12,7.29,15.88,86.26,3.93,8378.96,4790.32,1256.63,39.56,1.18,38.7,11.12,195.01,1.11,124.47,10.65,0.21,37.68956743002545,0.04921685120172833,0.7216826431919953
ASC126,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),plate,0,General,Lunch,0,0,1,423.11,71.18,12.44,9.33,8.46,4.61,3449.35,2181.65,3009.39,219.44,1.28,52.48,461.05,457.78,1.6,17.15,28.24,5.1,15.440347071583515,0.17476819331272828,1.504932813428617
ASC127,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),plate,0,General,Lunch,0,0,0,476.86,83.19,9.53,10.91,14.89,6.54,3379.32,3144.85,3555.02,65.11,3.69,74.55,207.61,471.8,1.45,36.88,23.02,0.84,12.720183486238533,0.11455703810554153,1.9826089272397995
ASC128,Spanish rice,plate,0,General,Lunch,0,0,0,357.22,67.64,9.11,4.86,2.74,6.04,686.39,947.87,2894.38,41.18,2.0,45.95,210.12,413.98,1.32,0.0,54.48,48.66,11.198675496688741,0.1346836191602602,5.597765118955696
ASC129,Chinese fried rice,plate,0,General,Lunch,0,0,0,423.65,47.08,14.24,19.09,5.17,8.13,3348.08,4637.03,9632.45,121.9,3.47,66.72,872.57,740.85,1.8,99.0,136.83,67.39,5.790897908979089,0.30246389124893797,4.261988960837256
ASC133,Macroni cheese pie,casserole dish,0,General,Evening Snacks,0,0,1,408.65,50.52,14.01,17.92,8.15,0.96,10608.79,4683.37,1003.78,292.21,1.29,47.38,480.23,373.89,1.71,144.14,28.19,14.65,52.62500000000001,0.27731591448931114,0.5360790438871916
ASC134,Vegetable chowmein,plate,0,General,Dessert,0,0,0,388.6,46.27,9.19,19.05,5.89,5.58,2384.23,3757.12,11797.05,84.86,2.98,64.92,774.32,603.93,1.17,0.0,99.36,85.39,8.292114695340501,0.1986168143505511,6.523770777148177
ASC135,Chicken chowmein,plate,1,General,Dessert,0,0,0,521.04,45.8,21.8,28.35,5.62,5.66,3335.42,5152.87,14511.81,89.87,3.07,75.1,992.1,775.79,1.58,4.18,102.27,84.96,8.091872791519434,0.47598253275109176,5.895713283484539
ASC136,Cheese noodle ring,plate,0,General,Evening Snacks,0,0,1,531.34,55.47,24.74,24.32,11.3,5.04,13203.12,6820.35,1713.85,394.72,3.12,81.28,961.79,703.3,2.9,243.14,94.77,24.19,11.005952380952381,0.44600685054984673,0.6463775228885293
ASC137,Spaghetti and cheese balls in tomato sauce,plate,0,General,Evening Snacks,0,0,1,4908.38,75.46,23.26,502.89,17.72,5.72,71201.3,104244.95,305192.81,391.98,3.06,84.27,1005.54,659.33,3.06,168.21,115.96,57.67,13.192307692307692,0.30824277763053276,5.750425343357494
ASC138,Penne platter,plate,0,General,Dessert,0,0,0,463.9,54.58,13.18,22.78,11.77,2.85,5587.89,12866.81,2804.48,176.96,2.35,57.34,741.01,528.81,1.74,15.6,60.2,16.35,19.150877192982456,0.24148039574935873,2.804509394422581
ASC139,Pasta hot pot,plate,0,General,Dessert,0,0,0,1040.71,96.46,48.53,53.76,49.83,6.68,22307.33,15669.05,11233.47,459.58,6.82,142.08,1921.95,1789.4,7.38,199.89,111.3,58.74,14.44011976047904,0.5031100974497201,1.2059946214988524
ASC140,Chicken lasagne,plate,1,General,Dessert,0,0,0,964.64,71.53,53.78,53.31,14.11,0.54,26045.54,12510.48,2508.61,617.31,3.32,93.19,1227.35,909.9,4.14,419.05,61.02,4.23,132.46296296296296,0.7518523696351181,0.5766472877890034
ASC141,Fettuccine with spinach sauce,plate,0,General,Dessert,0,0,0,458.85,43.29,11.02,27.8,4.2,2.75,10294.45,13343.35,2233.55,190.59,4.55,121.43,545.45,878.42,1.53,161.84,170.92,38.37,15.741818181818182,0.25456225456225456,1.51313571876108
ASC142,Naan,naan,0,North,Evening Snacks,0,0,0,152.3,27.52,4.28,2.65,2.97,1.02,1461.81,648.17,233.1,46.79,0.69,14.64,173.38,88.38,0.42,21.25,7.56,0.23,26.980392156862745,0.1555232558139535,0.6028622050745309
ASC143,Bhatura,bhatura,0,General,Evening Snacks,0,0,0,1154.61,15.62,2.37,120.18,1.01,0.55,14515.21,24649.63,76033.6,17.64,0.48,7.12,41.2,43.77,0.22,1.4,4.15,0.05,28.399999999999995,0.15172855313700387,6.936394995318705
ASC144,Idli,idli,0,South,Evening Snacks,0,0,0,34.47,7.06,1.16,0.08,0.07,0.58,18.15,11.15,34.75,2.01,0.17,6.38,25.27,39.63,0.16,0.0,2.95,0.0,12.172413793103448,0.16430594900849857,2.5289256198347108
ASC146,Masala dosa,dosa,0,South,Dessert,0,1,0,345.08,41.02,6.89,16.44,2.78,5.29,2022.87,3374.76,10204.56,32.67,1.65,55.82,401.04,569.81,1.04,0.0,35.76,14.14,7.754253308128545,0.16796684544124815,6.712898011241454
ASC147,Semolina dosa (Suji/Rava dosa),dosa,0,South,Dessert,0,0,0,166.69,24.11,5.36,5.22,3.21,2.97,1103.16,1110.71,2691.03,85.19,1.02,20.66,148.56,186.52,0.85,8.57,15.86,2.28,8.117845117845118,0.22231439236831194,3.446227201856485
ASC148,Onion tomato uttapam,uttapam,0,South,Dessert,0,0,0,644.32,15.78,2.66,63.18,1.11,1.76,7611.89,12947.14,39984.11,8.11,0.51,17.22,200.16,125.8,0.38,0.0,11.68,4.78,8.96590909090909,0.16856780735107732,6.953759184644023
ASC149,Paneer kaathi roll,kaathi roll,0,General,Evening Snacks,0,0,1,424.15,29.82,10.26,29.01,4.89,3.57,5500.73,6408.01,15462.81,150.8,2.1,43.84,327.87,193.58,1.62,24.75,54.04,18.67,8.352941176470589,0.3440643863179074,3.975985005626526
ASC150,Makki ki roti,roti,0,General,Lunch,0,0,0,224.37,20.56,2.97,14.32,0.59,4.41,8021.19,3682.21,1102.76,12.55,0.95,45.49,200.79,129.88,0.7,124.47,10.72,1.99,4.662131519274376,0.14445525291828795,0.5965411615982168
ASC151,Washed moong dal (Dhuli moong ki dal),bowl,0,General,Lunch,0,0,0,138.51,16.36,7.42,4.66,0.33,3.24,577.66,890.94,2763.51,23.49,1.77,53.17,417.27,419.59,0.82,0.0,27.98,0.04,5.049382716049382,0.45354523227383864,6.326299207146073
ASC152,Washed urad dal (Dhuli urad ki dal),bowl,0,General,Lunch,0,0,0,181.52,17.29,7.43,8.82,0.95,4.52,1084.0,1763.32,5387.67,30.3,2.13,63.09,420.95,423.74,1.03,0.0,30.4,0.99,3.8252212389380533,0.42972816657027185,6.5968542435424355
ASC153,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),bowl,0,General,Lunch,0,0,0,204.25,19.8,7.78,10.05,2.92,7.59,1187.22,1982.16,5991.16,39.97,2.75,58.99,416.76,512.9,1.39,0.0,90.42,15.2,2.608695652173913,0.3929292929292929,6.71595828911238
ASC154,Dry washed urad,bowl,0,General,Evening Snacks,0,0,0,178.59,22.43,9.81,5.01,1.04,5.81,636.16,962.1,2936.26,38.78,2.7,81.85,423.58,550.36,1.34,0.0,40.3,1.46,3.8605851979345958,0.4373606776638431,6.127955231388331
ASC155,Mixed dal,bowl,0,General,Lunch,0,0,0,184.44,17.25,7.46,9.24,1.01,4.81,1106.56,1860.1,5566.9,32.75,2.33,58.73,421.03,429.68,1.07,0.0,40.35,1.1,3.5862785862785866,0.432463768115942,6.7117914979757085
ASC156,Whole moong (Moong ki dal),bowl,0,General,Lunch,0,0,0,183.83,17.87,7.7,8.78,2.01,6.91,1108.9,1730.98,5406.08,46.49,2.34,77.12,424.02,510.6,1.0,0.0,55.37,11.04,2.5861070911722144,0.43088975937325125,6.436161962304986
ASC157,Whole masoor (Masoor ki dal),bowl,0,General,Lunch,0,0,0,185.05,18.4,7.8,8.62,2.29,6.79,1049.55,1750.47,5304.98,41.76,3.24,43.63,423.54,386.7,1.2,0.0,48.17,11.04,2.709867452135493,0.4239130434782609,6.722357200705064
ASC158,Whole moth (Moth ki dal),bowl,0,General,Lunch,0,0,0,188.27,19.65,6.87,8.96,2.25,6.33,1156.9,1744.49,5477.18,64.96,3.24,79.22,428.18,564.3,0.78,0.0,116.57,11.04,3.1042654028436014,0.34961832061068704,6.242259486558907
ASC159,Whole urad (Urad ki dal),bowl,0,General,Lunch,0,0,0,182.54,17.13,7.51,8.9,1.92,7.87,1102.67,1770.2,5434.61,44.35,2.66,74.36,427.96,480.39,1.12,0.0,51.6,10.28,2.1766200762388817,0.43841214244016347,6.533967551488659
ASC160,Moti mahal dal (Urad rajmah mix dal),bowl,0,North,Lunch,0,0,0,295.72,25.06,11.27,16.22,4.89,9.69,2871.29,3320.29,9056.62,109.33,3.02,96.08,451.96,705.65,1.59,21.55,93.14,15.45,2.5861713106295148,0.44972067039106145,4.3105746894253105
ASC161,Black channa curry/Bengal gram curry (Kale chane ki curry),bowl,0,General,Lunch,0,0,0,168.7,16.93,6.79,7.93,2.82,9.58,927.69,1542.89,4654.35,64.61,2.92,66.38,430.07,465.99,1.24,0.0,87.38,15.13,1.7672233820459289,0.4010632014176019,6.680291907857151
ASC162,Chickpeas curry (Safed channa curry),bowl,0,General,Lunch,0,0,0,195.99,23.96,7.31,8.21,5.74,5.67,972.69,1689.89,4772.25,36.71,2.18,42.08,429.3,400.89,1.06,0.0,184.58,16.33,4.225749559082892,0.3050918196994991,6.64357606226033
ASC163,Lobia curry,bowl,0,General,Lunch,0,0,0,178.67,21.44,7.27,6.74,3.01,5.48,876.69,1294.06,4118.25,44.13,2.65,82.28,426.21,557.79,1.26,0.0,86.78,15.13,3.9124087591240877,0.33908582089552236,6.17357332694567
ASC164,Soyabean curry,bowl,0,General,Lunch,0,0,0,195.8,8.11,12.5,12.22,3.19,8.8,1692.39,2720.99,7274.55,78.11,3.35,75.08,422.95,675.69,1.27,0.0,103.88,15.13,0.9215909090909089,1.5413070283600494,5.906168200001182
ASC165,Kidney bean curry (Rajmah curry),bowl,0,North,Lunch,0,0,0,172.36,19.64,7.14,6.92,2.98,6.99,868.59,1302.24,4232.55,57.41,2.72,70.28,425.24,582.69,1.04,0.0,112.28,16.33,2.809728183118741,0.3635437881873727,6.372154871688599
ASC167,Sambar,bowl,0,South,Dessert,0,0,0,249.32,27.19,8.62,11.27,8.51,9.06,4853.0,1401.31,3035.44,77.79,3.18,82.74,410.41,767.36,1.2,0.0,68.19,20.35,3.001103752759382,0.31702831923501285,0.9142283123840923
ASC168,Besan kadhi with pakodies,bowl,0,General,Evening Snacks,0,0,0,2366.79,20.91,9.65,249.9,5.15,4.76,30808.96,51328.42,157164.73,143.95,2.25,51.35,356.79,411.98,0.95,14.0,77.03,4.17,4.392857142857143,0.4615016738402678,6.767289450861049
ASC169,Khatta channa,bowl,0,General,Evening Snacks,0,0,0,318.15,33.2,9.89,16.59,7.46,8.26,1964.91,3469.53,9880.89,64.04,3.05,60.88,806.22,541.52,1.46,0.0,244.23,20.89,4.019370460048426,0.29789156626506025,6.794418064949539
ASC170,Sprouted moong dal chat,plate,0,General,Lunch,0,0,0,83.3,15.4,3.46,0.82,4.02,3.45,170.93,89.25,315.07,42.41,2.25,44.76,223.34,561.53,0.6,0.0,43.12,38.78,4.463768115942029,0.22467532467532467,2.3654127420581523
ASC171,Potato cauliflower (Aloo gobhi),bowl,0,General,Dessert,0,0,0,186.61,10.53,3.33,14.28,0.77,5.3,1796.5,2821.43,8908.31,40.2,1.87,44.33,447.74,665.7,0.54,0.0,55.94,61.11,1.9867924528301886,0.3162393162393163,6.529217923740607
ASC172,Potato capsicum (Shimla mirch aloo),bowl,0,General,Dessert,0,1,0,189.24,13.14,2.12,14.07,0.81,3.05,1728.91,2806.41,8810.56,24.79,1.3,33.18,418.97,548.95,0.38,0.0,39.8,81.26,4.308196721311476,0.1613394216133942,6.719245073485606
ASC173,Cabbage and peas (Pattagobhi aur matar),bowl,0,General,Evening Snacks,0,0,0,106.21,10.37,5.39,4.4,1.61,6.63,571.7,879.71,2718.66,75.64,1.83,47.53,421.83,424.76,0.79,0.0,75.95,54.84,1.564102564102564,0.5197685631629702,6.294157775056847
ASC174,Carrot and fenugreek leaves (Gajar methi),bowl,0,General,Evening Snacks,0,0,0,118.11,7.96,4.0,7.26,4.02,8.45,986.04,1287.01,4468.81,245.74,5.18,70.77,501.51,488.22,0.72,0.0,81.67,51.83,0.9420118343195267,0.5025125628140703,5.837308831284735
ASC175,Potato fenugreek (Aloo methi),bowl,0,General,Dessert,0,0,0,276.04,17.3,4.59,20.51,1.11,5.98,2561.89,4047.32,12877.31,220.17,5.17,78.11,453.29,756.22,0.75,0.0,73.14,68.76,2.8929765886287626,0.2653179190751445,6.606306281690472
ASC177,Brinjal bhartha (Baingan ka bhartha),bowl,0,General,Dessert,0,0,0,212.17,14.33,4.5,14.6,5.92,10.67,1849.24,2866.03,9035.75,58.17,1.57,65.23,430.59,723.52,0.73,0.0,92.42,24.05,1.3430178069353327,0.314026517794836,6.43603858882568
ASC178,Dry potato (Sookhe aloo),bowl,0,General,Evening Snacks,0,0,0,109.08,15.2,1.71,4.42,0.35,1.98,533.64,889.72,2697.43,18.18,0.88,28.43,211.49,561.97,0.33,0.0,15.7,23.23,7.6767676767676765,0.1125,6.72204107638108
ASC179,Beans with coconut (Nariyal aur sem/phali; Beans thoran),bowl,0,General,Evening Snacks,0,0,0,196.84,6.57,3.92,17.04,3.08,8.35,6708.06,2319.72,5542.65,77.64,2.01,61.2,406.23,503.67,0.66,0.0,75.87,6.03,0.7868263473053893,0.5966514459665144,1.1720780672802567
ASC180,Cauliflower with coconut (Nariyal ke saath phoolgobhi),bowl,0,General,Dessert,0,0,0,197.56,5.97,3.95,17.29,2.55,7.88,6758.26,2332.7,5623.65,52.9,1.99,49.3,427.77,515.67,0.6,0.0,59.84,51.79,0.7576142131979695,0.661641541038526,1.1772778792174317
ASC181,Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),bowl,0,General,Evening Snacks,0,0,0,212.74,9.97,3.63,17.2,4.7,9.02,6731.65,2348.42,5632.05,97.04,1.68,52.58,438.2,556.17,0.58,0.0,72.27,41.01,1.1053215077605323,0.36409227683049145,1.1855146955055598
ASC182,Raw turnip with coconut ,bowl,0,General,Dessert,0,0,0,197.61,8.64,2.7,17.15,6.58,4.17,6641.26,2307.87,5607.65,75.74,1.23,34.22,412.05,466.67,0.39,0.0,27.89,21.65,2.0719424460431655,0.3125,1.1918702173985056
ASC183,Raw papaya with coconut (Papaya thoran),bowl,0,General,Evening Snacks,0,0,0,198.51,8.34,2.3,17.08,5.71,6.45,6710.41,2352.4,5483.29,50.46,1.23,41.25,404.6,359.67,0.37,0.0,43.68,25.38,1.2930232558139534,0.27577937649880097,1.1676916909697024
ASC184,Stuffed okra (Bharwa bhindi),bowl,0,General,Dessert,0,0,0,104.25,4.26,2.3,8.46,0.53,4.58,1050.52,1719.11,5229.13,96.01,1.3,71.24,232.09,293.74,0.52,0.0,63.97,22.65,0.9301310043668122,0.539906103286385,6.614095876327914
ASC185,Stuffed round gourd (Bharwa tinde),bowl,0,General,Evening Snacks,0,0,0,180.72,9.98,2.74,14.27,4.86,5.22,1772.37,2890.93,8845.95,50.18,1.46,46.54,447.21,329.39,0.56,0.0,71.07,37.36,1.9118773946360155,0.2745490981963928,6.622138718213467
ASC186,Stuffed capsicum (Bharwa shimla mirch),capsicum,0,General,Dessert,0,1,0,114.13,10.36,1.68,7.16,1.52,2.52,891.34,1412.64,4468.85,19.04,0.77,23.59,218.29,392.27,0.3,0.0,38.35,74.25,4.111111111111111,0.16216216216216217,6.598480938811228
ASC187,Stuffed brinjal (Bharwa baingan),brinjal,0,General,Evening Snacks,0,0,0,51.5,2.19,0.85,4.28,0.51,2.27,526.15,866.23,2634.57,13.49,0.42,13.07,117.88,138.87,0.14,0.0,17.11,1.13,0.9647577092511013,0.3881278538812785,6.653615889005037
ASC189,Stuffed tomatoes (Bharwa tamatar),tomato,0,General,Dessert,0,0,0,126.49,8.39,4.45,8.21,3.63,2.98,1889.56,1808.25,4018.64,80.16,0.84,25.52,224.73,274.9,0.69,0.0,37.42,28.23,2.8154362416107386,0.5303933253873659,3.083728487055187
ASC190,Pea potato curry (Aloo matar),bowl,0,General,Lunch,0,0,0,279.89,27.01,9.66,14.22,5.17,10.01,1752.22,2860.08,8864.12,58.52,2.82,76.35,429.4,760.61,1.56,0.0,88.11,70.01,2.6983016983016985,0.3576453165494261,6.691054776226729
ASC191,Pea paneer curry (Matar paneer),bowl,0,General,Lunch,0,0,1,373.94,25.77,18.32,21.49,10.8,9.15,6155.94,5003.17,9019.12,291.76,2.99,77.63,436.36,521.88,2.79,0.0,127.01,58.44,2.816393442622951,0.7109041521148622,2.277847087528469
ASC192,Pea mushroom curry (Matar mushroom),bowl,0,General,Lunch,0,0,0,258.74,20.55,10.73,14.31,5.06,10.71,1761.88,2856.58,8931.12,62.95,2.68,73.47,431.2,649.11,1.51,0.0,84.49,58.44,1.918767507002801,0.5221411192214112,6.690410243603424
ASC193,Pea curry (Matar ki sabzi),bowl,0,General,Lunch,0,0,0,285.63,25.5,12.51,14.17,5.5,12.31,1739.94,2867.55,8827.74,67.88,3.33,84.37,429.17,614.61,1.97,0.0,107.74,77.64,2.0714865962632008,0.49058823529411766,6.721662815959172
ASC194,Pea vadi curry,bowl,0,General,Lunch,0,0,0,292.93,25.57,13.32,14.59,5.53,12.31,1789.94,2947.55,9027.74,67.88,3.45,86.67,429.57,620.91,2.04,0.0,109.24,77.64,2.0771730300568643,0.5209229565897536,6.690330402136385
ASC195,Paneer curry,bowl,0,General,Lunch,0,0,1,357.15,16.99,15.78,25.06,12.72,2.83,8349.68,6049.42,9072.63,382.52,1.63,44.17,437.21,288.76,2.39,0.0,95.56,20.04,6.003533568904593,0.9287816362566216,1.8110933592664629
ASC196,Lotus stem curry (Kamal kakdi curry),bowl,0,General,Lunch,0,0,0,223.25,18.69,3.09,14.67,4.22,6.36,1898.18,2887.51,9053.88,53.8,3.46,44.14,439.16,699.36,0.59,0.0,45.45,40.01,2.938679245283019,0.1653290529695024,6.290968190582557
ASC197,Gravy for kofta,bowl,0,General,Evening Snacks,0,0,0,174.88,8.78,2.43,14.41,5.19,2.73,1997.72,2942.97,8749.47,55.21,1.05,26.72,435.66,277.69,0.43,4.2,27.6,17.05,3.216117216117216,0.2767653758542142,5.852892297218829
ASC198,Pea kofta curry (Matar kofta curry),bowl,0,General,Lunch,0,0,0,4649.16,32.53,15.69,494.78,6.89,13.3,59693.38,101495.12,312973.84,108.04,4.37,95.49,648.34,693.46,2.25,4.2,129.13,74.66,2.4458646616541353,0.48232400860743924,6.943298570126203
ASC199,Spinach kofta curry (Palak kofta curry),bowl,0,General,Lunch,0,0,0,4609.49,28.74,8.75,495.73,6.6,7.45,59880.52,101415.77,313058.91,236.33,6.69,167.55,842.51,1279.02,1.4,4.2,250.89,64.05,3.857718120805369,0.30445372303409884,6.9216947347818625
ASC200,Paneer kofta curry,bowl,0,General,Lunch,0,0,1,4703.08,22.92,16.72,505.16,13.89,2.81,66247.12,104580.99,312953.75,417.03,2.42,49.57,853.23,338.51,2.54,4.2,97.75,17.06,8.15658362989324,0.7294938917975566,6.302685158237822
ASC201,Lotus stem kofta curry (Kamal kakdi kofta curry),bowl,0,General,Lunch,0,0,0,4632.43,36.67,7.0,495.47,6.42,7.4,59792.77,101414.63,312926.91,141.17,4.77,57.03,794.16,799.77,0.97,4.2,57.76,38.6,4.955405405405405,0.19089173711480772,6.9296261069691205
ASC202,Raw banana kofta curry (Kela kofta curry),bowl,0,General,Lunch,0,0,0,4561.33,24.76,4.52,494.33,16.74,4.3,59666.52,101402.03,312786.41,67.09,2.06,49.72,642.79,518.81,0.64,4.2,46.68,23.63,5.758139534883721,0.18255250403877218,6.941722761776621
ASC203,Cauliflower kofta curry (Phoolgobhi kofta curry),bowl,0,General,Lunch,0,0,0,4559.31,18.61,7.38,495.14,5.9,7.09,59779.17,101511.55,313170.41,87.18,2.84,55.61,666.01,584.29,0.91,4.2,89.51,53.98,2.6248236953455573,0.39656098871574424,6.936897250329839
ASC204,Cabbage kofta curry (Pattagobhi kofta curry),bowl,0,General,Lunch,0,0,0,4562.95,20.5,6.96,494.94,6.35,6.43,59726.33,101515.47,313076.94,110.23,2.42,52.23,662.2,514.97,0.81,4.2,90.4,43.56,3.188180404354588,0.33951219512195124,6.9415349980486
ASC205,Ghiya/Lauki Kofta Curry,bowl,0,General,Lunch,0,0,0,4555.07,19.32,6.34,494.95,5.87,5.95,59722.5,101495.59,313057.09,82.98,2.35,46.94,652.06,433.22,0.8,4.2,87.12,21.87,3.2470588235294118,0.3281573498964803,6.941314914814351
ASC206,Spinach paneer kofta curry (Palak paneer kofta curry),bowl,0,General,Lunch,0,0,1,4620.94,22.44,10.88,498.74,8.85,5.69,61999.62,102468.82,313014.25,287.52,5.17,126.49,757.71,953.92,1.73,4.2,197.93,47.34,3.9437609841827768,0.48484848484848486,6.7013809116894585
ASC207,Vegetarian egg kofta curry,bowl,1,General,Lunch,0,0,0,4649.08,31.57,9.84,498.26,8.81,4.72,61859.64,102439.29,312832.16,210.36,2.87,59.64,710.57,770.91,1.49,4.2,67.83,35.58,6.688559322033899,0.3116883116883117,6.713124260018325
ASC208,Baked vegetables,bowl,0,General,Evening Snacks,0,0,0,269.19,25.52,11.1,13.42,7.75,7.07,8122.33,3467.28,701.2,242.6,1.88,60.28,377.22,671.17,1.58,98.42,77.19,47.05,3.6096181046676095,0.4349529780564263,0.5132123417787754
ASC209,Cauliflower musallam (Phoolgobhi musallam),bowl,0,General,Evening Snacks,0,0,0,127.05,9.69,4.09,7.66,3.69,6.6,1013.53,1451.51,4663.35,53.15,1.8,45.08,266.42,575.22,0.63,0.0,76.8,71.44,1.4681818181818183,0.42208462332301344,6.033230392785612
ASC210,Baked vegetables with spinach ,bowl,0,General,Evening Snacks,0,0,0,329.47,29.35,13.63,17.06,8.84,9.85,9162.7,4178.87,2313.94,333.0,4.91,150.85,520.29,1331.22,2.1,112.97,223.29,78.95,2.9796954314720816,0.46439522998296423,0.7086131817040827
